Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19415.9836,20944.79846,21668.67876,21821.47242,22741.49691,23507.69054,24019.34354,24564.12907,25344.04412,26291.21108,27210.87226,28380.81155,29178.63747,29877.32637,31307.86159,31794.09601,34114.62124,36243.46043,37802.38743,36842.9162,38982.4263,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,52952.87502,54954.84675,55891.20361,53694.35471
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103.941204,4289.03425,4574.449852,4692.550689,4885.205039,5339.261075,5768.83109,5782.110625
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298.841123,4506.995025,4691.988512,4888.124089,4978.338275,5232.283501,5506.803587,5751.847246,6071.292796,6212.180367,6516.29143,6652.963937,6551.185172,7070.25844,7451.808001,7713.174109,8300.628768,9054.993748,9884.011548,9840.238878,10017.76187,10199.12424,9946.830265,10145.91938,10909.37663,11141.2011,11949.53406,11304.04333,11814.02072,12409.36904,10434.47294
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18199.66428,19027.90173,19776.88817,20180.27697,21637.092,22641.34197,23682.99479,24919.71778,25813.01309,26653.8239,28670.59,29450.04298,30640.34562,30788.62457,32911.40153,34150.15946,37284.45475,38958.85953,41278.32683,40361.09639,43035.89206,44403.38484,44803.96824,46726.85414,47901.44736,49045.33919,51976.00571,55356.68078,57462.77601,60334.80863,60398.45334
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3668.381286,3756.146442,4193.27522,4524.399504,4656.492328,4937.33488,5238.826447,5708.188064,6062.521346,6414.73935,6760.128879,6973.542805,7295.057368,7226.721281,7506.733761,8356.008402,9274.89755,10098.69897,10491.61515,10539.39892,11410.35346,11869.12309,11900.48501,12482.16212,13475.01117,14740.82687,16109.86367,16735.36442,18137.0524,19191.58039,17936.73468
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6916.495704,6892.903083,7010.168501,6871.197227,6812.219797,7082.784019,7377.696971,7465.899072,7816.771613,8068.296135,8446.587162,8775.117306,9293.836506,10019.35721,10591.03746,11405.64174,11776.0396,12311.03758,12643.15061,12722.37782,13095.44828,13500.04386,13303.32752,13056.80259,13003.26678,12015.63291,11624.34071,11737.41616,11921.72533,11997.33783,11268.26447
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1446.582684,1586.215469,1763.575825,1966.7723,2185.885444,2414.414786,2641.87387,2833.523016,2854.772517,3032.18412,3294.455884,3551.340793,3849.181902,4218.409126,4670.946138,5227.598815,5900.057018,6720.145298,7359.297666,7907.648442,8703.981278,9550.29577,10355.39841,10953.63579,11464.08798,11793.97392,12312.86788,12986.3291,14055.72313,15025.14922,15234.09879
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924.30559,3100.385376,3236.645544,3327.141939,3430.740353,3554.886747,3750.118619,3903.878061,3864.085562,3940.963309,4142.817211,4237.110102,4314.168867,4556.72751,4912.498942,5287.41823,5720.973379,6142.210489,6430.994561,6531.690809,6939.625171,7344.49864,7715.629068,7957.142497,8176.97138,8276.734349,8566.914207,8986.506619,9422.781919,9692.545808,9233.15646
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3213.855441,3460.051604,3683.532646,3923.836848,4207.317638,4523.752363,4843.297748,5097.464097,5095.156519,5333.148224,5734.26718,6033.428451,6406.707698,6824.276978,7406.141468,8059.704071,8845.939357,9781.875625,10408.98814,10807.39253,11732.62273,12620.75061,13466.42078,14173.64592,14695.50037,15113.19583,15606.91767,16337.58304,17429.07294,18371.5056,18583.52751
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6936.72073,6754.466907,6229.219612,6020.532391,5474.284226,5504.279783,5593.266791,5826.505554,5355.469528,5529.460712,6177.401154,6547.851215,7019.169308,7740.192214,8677.486436,9742.610977,11641.49531,12987.94483,14911.64857,14415.22037,15385.0277,16930.44739,17935.57021,19304.86462,19729.39326,19337.01179,19837.51895,21100.9306,22479.50295,22961.11,22627.63796
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11819.6537,12113.54032,12150.60701,12233.49488,12436.31212,12909.57374,13355.33891,13957.07601,14245.1953,14794.43544,15936.23922,16739.06646,17538.36587,18196.82511,19320.14233,20362.43854,22525.50428,24139.3865,25804.19609,25101.52015,26160.05514,27689.67355,28449.30883,29748.59779,30497.2143,30918.11377,32342.33581,33998.14613,35667.36013,36813.32564,35376.49768
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4829.93454,5087.438679,5192.58054,5299.179455,5518.684716,5636.989252,5715.881819,5940.066151,6077.54063,5758.075906,5838.902525,6094.35183,6332.185874,6513.299404,7117.170668,7598.950642,8037.886137,8294.643149,8845.553891,8818.679523,9090.31005,9857.520523,10311.4046,11153.68521,11713.17591,11060.28627,11034.26918,11617.91222,11839.34324,11851.46541,10896.42743
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3713.488846,3795.057601,3969.292133,4096.447235,4263.635095,4464.639948,4678.064192,4920.254438,5149.259026,5431.885831,5794.125257,6015.095736,6139.678989,6334.571279,6648.429019,7033.918922,7606.755734,8219.482749,8820.716506,9131.499098,9522.509163,9686.046264,11092.74326,11221.38039,10895.94317,11512.40214,11192.37301,11014.48648,11639.23909,12260.72054,12607.76211
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16963.51403,17930.44756,18511.57828,18743.21679,19555.49001,20400.75882,21026.10514,21907.06384,22958.53977,23838.87808,25325.38965,26505.17207,27533.81616,27954.99204,29054.2392,30077.0519,32490.6273,34376.88315,35709.68885,34813.03626,35793.48483,37422.67102,37792.4181,38980.10065,39946.20813,41030.07304,43531.27966,45589.71215,47519.65975,49283.57136,46759.30285
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.9646449,953.3690715,1191.110923,1258.910144,1405.604335,1543.820332,1580.770815,1581.608299,1528.583659,1639.998347,1642.459892,1553.45552,1547.722454,1575.142285,1556.660155,1578.902665,1420.73827,1459.830084,1485.197496,1625.507673,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13652.55034,14436.8003,14830.20639,14947.27291,15556.03374,16248.29926,16938.03115,17906.51817,19095.84982,19954.29022,21593.649,22959.09947,24371.59885,25020.30821,26121.97457,27606.93405,30679.12202,32430.12246,33263.2724,32116.00447,31706.8774,31867.97324,31720.12,32434.0032,33525.74063,34903.12748,37286.21343,39528.92539,40720.1908,42185.58612,38334.61134
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6456.686154,6866.358865,7966.227968,8438.09029,8419.571977,9437.806548,10326.32701,11670.36556,13123.83781,14522.47346,16624.91175,19307.45019,22164.74852,22830.08963,20608.89579,21815.01684,24780.97937,26190.55266,27642.58479,29135.70512,29389.25532,31577.06885,33856.18111,36326.79823,38819.33903,38394.91753
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0235904,384.6038275,346.583566,387.3254839,394.2677232,413.2199421,458.3262231,466.4710795,442.219479,458.3055937,482.8843857,519.2716699,520.3392868,503.9724698,571.4036616,640.6581436,711.5870396,792.3536127,870.7152669,928.6255634,1028.323759,1134.784509,1213.595972,1283.570449,1513.703236,1657.344704,1878.812682,2021.562908,2154.020877,2315.34773,2422.957789
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14784.93723,15460.37592,15928.93257,16170.00824,16914.46511,17716.47562,18306.35252,19061.22953,19966.42497,20744.60897,22082.24089,23176.14334,24185.71431,24680.06847,25840.13776,26811.90984,29083.72725,30991.90532,32486.32339,31832.5569,32880.72681,34460.95708,34926.35702,36080.91588,37069.64265,38212.49094,40574.01896,42656.11762,44613.93632,46496.77453,44491.29955
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892.868066,1977.034752,2035.575729,2055.767878,2034.874006,2072.776949,2146.417172,2266.072195,2386.919909,2428.934221,2575.378164,2671.050599,2677.472166,2575.718269,2944.593407,3186.787173,3449.281091,3710.729758,3923.574438,4020.210845,4193.206792,4171.972787,4456.266557,4605.621717,4684.256409,4431.141296,4418.85411,4579.99677,4717.157352,4817.034902,4538.772501
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18102.29572,17516.93988,17228.77333,17435.65368,18434.08702,19539.53346,20038.48081,21786.9099,23575.99493,24767.28067,26796.36034,27807.70811,28605.12232,29021.56705,31175.88347,32051.794,34409.02749,37792.41438,40083.69727,38000.24563,38986.21596,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49755.13952,51556.52684,51089.78533
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.863551,4186.461704,4487.700254,4626.675816,4897.418137,5060.200491,5338.498603,5255.160725,5333.526741,5841.729973,5836.703232,6062.254498,6344.806598,6520.695382,7035.749517,7272.41971,7573.563005,7634.168818,7777.738694,7653.44494,7914.100926,8263.045462,8839.515862,9536.326349,11346.94579,12412.35069,12631.9122,13429.30062,14178.60249,14263.07159,11601.40053
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17608.91323,18293.55433,18915.41635,19158.6422,19954.80212,20727.42491,21306.25239,22235.97985,23358.50134,24307.50281,26101.9689,27501.93372,28523.88619,28143.64081,29036.38666,30498.57688,32425.12388,34079.93127,35095.26568,34703.59842,35930.3144,37440.63347,37679.11891,39523.85515,40144.02683,40849.99738,42924.61363,44577.06457,46569.01975,49377.12658,46226.95054
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.75874,1917.334229,1987.180688,2146.615523,2136.947305,2302.11748,2253.405433,2150.114419,2241.811661,2314.78468,2489.3349,2604.778237,2664.007764,2759.362709,2753.530421,2910.624802,3017.914444,3069.227308,3079.901602,3154.914681,3265.534002,3422.355846,3388.224357,3276.424261,3213.907135,3349.524806,3373.957156,3490.130487,3544.00482,3613.007696,
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12395.5543,13231.65126,12764.57043,13223.97882,13643.68919,14249.3019,14658.0193,15374.26303,15692.99709,14146.94158,13852.35029,14117.69894,13968.82257,14199.3112,14315.10905,14755.37041,14366.18749,15187.92082,14517.84764,14177.17353,14837.01701,15638.74717,15356.23542,15114.37751,15370.96799,14699.53605,14286.1897,15006.84404,15098.44541,15582.31491,15190.63863
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16991.5821,17318.79117,17736.48964,18564.2215,19639.80445,20504.93855,21826.52121,23021.38444,23657.15501,24411.42186,26421.01179,27730.31941,28997.05773,30232.9731,31902.61209,32592.51454,34657.51498,35505.3881,36644.69777,35043.5945,36464.48257,37169.54714,38299.56899,39931.22938,41289.07583,42567.5918,44149.99998,45744.71049,47145.8841,48513.4975,44916.22834
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5730.909932,4641.831053,2595.752961,1864.294862,1732.544928,1884.359099,2212.64389,2568.64333,2745.296805,2924.391455,3104.515669,3377.051127,3650.857226,4157.879402,4545.293122,5169.062425,5860.358391,6810.190846,7132.205273,6986.004551,7564.06307,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14595.63064,15623.15296,14863.01737
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.36274,1308.329921,1350.453205,1408.694128,1445.42978,1495.57501,1552.142651,1604.150121,1656.988102,1712.408523,1771.536555,1837.249337,1903.14674,1989.766215,2104.810524,2241.286614,2394.929847,2500.804218,2711.875353,2792.967834,2973.833421,3379.484599,3781.865529,5294.820027,5256.666241,5005.016285,4844.658221,4983.688856,5302.204005,5625.09922,5596.307071
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.888119,910.4208226,935.6965084,979.7567646,1013.37931,1054.234839,1092.263686,1138.426916,1163.031749,1195.303176,1224.340936,1269.796115,1329.799399,1345.239122,1386.439596,1442.757648,1472.130323,1578.982725,1638.249242,1595.240561,1653.719436,1743.949109,1795.447808,1811.332518,1804.543283,1819.362343,2078.641003,2417.803795,2559.724766,2675.593695,2817.491809
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.054585,1597.73442,1632.132238,1666.964849,1653.204875,1650.916192,1666.097342,1723.922599,1749.543954,1830.733473,1913.77573,2004.737845,1908.258107,2011.810755,2142.758164,2091.546094,2078.642292,2134.518965,2244.496609,2341.679449,2434.887175,2215.757104,2199.77775,2121.489633,2027.036356,2066.859359,2068.747801,2072.646833,2209.892593,2316.88503,2278.027815
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.663318,1075.751237,1087.479629,1111.494697,1146.370845,1196.651187,1333.000803,1416.493364,1010.412408,1015.489912,1072.509819,1096.477048,1078.803854,1080.24771,1113.757473,1169.453041,1203.450946,1245.397791,1278.246751,1298.201267,1338.981048,1439.283435,1355.313564,1364.38361,1378.23754,1597.204254,1746.752746,1925.237737,1947.59676,2021.301943,1948.91954
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.931747,648.0244483,864.2786177,949.7400698,1092.825769,1264.2179,2065.190672,5049.636773,6071.115521,7429.805266,8617.735067,13808.02319,16076.18189,17891.31945,24283.69501,27963.36362,29646.28639,33506.44766,38407.9243,37447.92322,32965.86466,34279.977,37570.6354,34766.04388,33696.21649,24042.35307,20458.7786,22550.95816,20875.47821,19285.03625,17941.5997
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13279.47266,13985.25195,14294.49251,14314.57745,14838.17248,15395.31134,16110.2042,17149.94666,18033.07233,18464.73208,19524.68022,20963.84272,22615.93561,23871.96999,25439.35443,25577.52411,28510.94254,29284.67396,30856.01184,30381.49031,27934.40823,25671.51609,24912.18772,25947.94418,26642.105,26721.11952,27471.24159,28645.04362,29680.94183,30869.15098,28463.78868
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4729.251997,4950.039722,4983.640896,4947.150104,5080.898742,5248.190707,5541.85689,5887.290092,6623.566267,7154.241881,7641.249426,7620.798346,7976.993849,8862.709776,9012.662648,10495.82836,10353.72049,11256.60551,11554.19864,10838.42919,10863.481,11116.74789,11163.81531,11887.35788,13042.05562,14151.90107,15025.54912,16217.49985,17205.36701,17771.34888,15893.21538
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3323.62792,3467.209826,3621.492154,3755.855923,3892.628749,4069.850782,4165.651285,4319.347837,4479.025096,4608.002751,4763.660421,4863.446677,5013.51162,5124.388733,5313.306786,5541.980335,5894.584353,6310.611546,6518.3884,6476.425686,6618.190532,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8665.347261,9019.256062,8854.202464
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3054.537206,3343.863658,3665.114023,4028.834405,4437.980699,4743.999059,5218.590175,5657.700158,5656.632262,5940.493087,6014.193738,6298.967041,6474.69715,6550.139063,6826.19056,6897.622519,7469.095323,8219.723798,8510.269261,8896.88772,9319.408702,9987.42258,10479.7802,11023.23376,10951.80609,11198.30159,11296.76997,12005.4051,12777.16097,13635.44816,19705.79267
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18354.64053,19175.53459,19951.66857,20543.77071,21518.36561,22432.17544,23424.53219,24492.58857,25323.53539,26350.02539,28018.76397,28929.24266,29864.38429,30874.88647,32594.8074,34192.26116,36394.77064,38174.8568,39138.04377,38129.36883,39560.12691,41181.93284,42308.65054,43676.47755,44832.42779,45602.44195,46891.61096,48780.5509,50811.58329,52367.90629,50572.34508
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18270.23471,19800.20994,21334.22546,22798.97474,24141.52503,24738.07839,25123.53331,26637.384,25141.8151,25895.61937,28253.19365,28821.6594,29631.06581,31165.22226,34518.3796,38056.70332,41697.08002,45195.04057,46773.90487,45872.58637,49185.22787,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57221.41376,59849.24818,62529.05749,62106.10088,59237.67082
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052.13287,1993.465966,2102.491562,2228.488361,2217.369256,2336.59023,2355.477688,2435.426682,2479.607023,2427.920639,2591.33182,2648.811862,2720.273677,2824.606613,3006.695955,3210.348586,3443.770859,3671.331944,3816.835248,3674.230955,3778.461924,3928.268538,4032.580856,4142.238456,4452.587991,4823.395396,5147.245133,5561.994542,5816.747324,5978.764399,5420.560196
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.264261,1025.137032,1012.316102,1016.486898,1009.174842,1051.457786,1095.43382,1130.071622,1151.121267,1174.535657,1201.055028,1246.001295,1272.709203,1317.707084,1387.194622,1475.073242,1571.297862,1670.374017,1757.462253,1802.463404,1879.305801,1958.660283,1982.986351,2108.162391,2241.129144,2324.200694,2405.637084,2493.681744,2600.689798,2688.793901,2659.96363
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7995.778258,8724.588524,9467.178322,9821.573943,9867.613424,10587.42603,11550.98805,12646.82769,13549.79446,14533.25416,15300.61249,17421.00708,19318.72112,20768.81211,20009.6279,19814.60197,20804.38888,21168.85123,21820.52052,22060.74113,23005.10114,24876.30967,26800.11898,28554.3891,30245.97622,28503.88057
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055.860503,2122.914004,2016.426745,1915.246746,1690.284493,1861.713493,1938.557348,1989.154934,2019.235059,2067.388817,2095.537027,2098.391899,2115.573704,2190.725599,2185.86463,2297.849586,2370.15431,2528.651666,2600.308147,2742.473729,2628.277722,2805.726005,2762.441368,2872.190054,2897.215069,2903.359903,3025.732726,2980.960584,3064.155219,3028.309382,2925.365324
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8305.188671,8237.393882,8393.546545,8837.522064,9169.985105,9329.287542,9821.418236,10397.68136,10873.24786,11858.33445,13213.63563,14526.38826,15465.36538,16230.26066,17073.55143,18337.20517,19041.08789,20696.72857,20689.04664,21716.65091,22999.83061,23206.25512,24498.65877,25642.55668,26777.4704,27911.66484,29465.12624,31831.98114,33956.82192,33084.09623
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920.609931,3031.299351,3118.926311,3243.361675,3370.50373,3542.969378,3752.860717,3955.205146,3988.839508,4148.397454,4440.703919,4654.566802,4884.978048,5212.333676,5715.048349,6257.812127,6984.023811,7725.249892,8342.042536,8592.701556,9272.83093,9985.586386,10600.55013,11098.08601,11424.72865,11514.54244,11925.97045,12543.39254,13346.00806,13956.6158,13683.58292
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2609.867148,2702.548967,2774.227115,2872.222949,2971.2802,3113.574568,3288.073983,3451.539887,3479.262525,3608.002219,3846.067217,4023.678041,4213.757958,4481.291774,4894.784312,5340.018861,5927.163108,6523.897668,7013.193009,7213.398817,7748.895266,8305.617792,8775.742119,9175.000652,9445.089936,9516.252746,9824.183008,10298.60169,10921.10776,11381.69768,11136.00087
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.251739,1372.38176,1395.347688,1402.40676,1406.461465,1449.690746,1507.6476,1542.871084,1572.966173,1609.492616,1671.717499,1746.855501,1822.998475,1909.999847,2045.352382,2191.65809,2344.882529,2502.317908,2620.653163,2715.760739,2842.196297,2962.641397,3040.962227,3207.780817,3385.198508,3482.814112,3559.42033,3694.736109,3884.86154,4016.520228,3958.994814
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977.527743,2034.582356,2094.730706,2085.806441,2098.674721,2139.121978,2219.97471,2244.399328,2273.484009,2304.149988,2388.414987,2485.727322,2626.283662,2752.487364,2971.860239,3176.176601,3383.456487,3585.84168,3709.007693,3848.358642,4005.671228,4172.348388,4248.775745,4415.848344,4624.317417,4690.47248,4676.260189,4792.809445,4991.623194,5078.361505,4989.989298
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3082.082407,3347.890609,3585.527826,3845.202069,4156.647876,4522.293019,4891.439253,5134.507989,4447.174302,4484.069189,4743.944717,4956.361105,5190.365062,5465.264103,5816.181753,6254.614382,6708.575594,7229.538282,7710.666304,8021.748065,8505.748148,9095.741723,9713.900487,10067.46574,10278.17731,10247.20634,10494.4738,10935.63172,11644.75854,12311.50327,12073.46151
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.183089,1027.347105,1029.455045,1046.497346,1045.980176,1092.140971,1138.365313,1180.314344,1211.315368,1251.910651,1303.080903,1367.689658,1409.622514,1477.068924,1568.866963,1686.007255,1812.103464,1947.186768,2064.350534,2135.877082,2245.755346,2340.973598,2420.298955,2588.184115,2750.506614,2867.253166,2997.224404,3146.073892,3335.398247,3496.02928,3455.286197
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.668486,1230.086983,1300.775052,1367.636679,1461.183437,1574.317974,1691.804772,1757.514715,1852.810423,2009.215692,2095.647006,2206.448165,2287.630024,2472.103736,2695.893674,2953.109259,3237.294799,3525.314454,3650.942943,3912.418211,4236.744348,4493.669466,4861.156152,5057.233414,5233.882343,5464.859178,5839.864817,6182.922109,6675.361294,6997.863988,6454.347356
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13712.05361,14366.47469,15081.88488,15775.87005,16973.13046,18901.42202,20429.60246,22618.66055,25069.88949,27005.89196,30192.30983,32560.21305,35211.19079,36235.05987,38683.70371,40448.20585,44172.71632,46730.96934,44248.45901,41566.74405,43316.40529,44887.85199,46253.4673,47885.30663,51154.46268,69042.76812,71697.52874,78655.62619,84910.55245,89431.3951,93612.16591
