Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.1824431,516.6352922,485.3327802,543.6165671,496.5605912,585.8485628,628.831751,648.2739131,662.5535997,673.2992867,680.7345848,644.6778923,649.9934867,683.1299173,721.4126901,748.4798318,785.7328919,859.8977937,917.057494,972.6452247,1021.859199,1062.954029,1034.019743,1108.512397,1078.979911,1018.935141,1025.013102,1446.473062,1506.356575,1578.717667,1568.424781
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6818.401982,7517.489087,8159.294661,8951.919559,9739.121673,10648.77285,11627.61671,12373.31664,11302.46384,11875.81129,12913.17492,12976.67579,13606.05103,14369.82704,15450.04856,16454.21538,17549.60295,18784.48431,19695.07921,19193.19186,20508.75753,21704.74427,22985.80166,23477.99117,24607.66873,24801.88843,25546.12952,26661.50742,28219.80261,29564.00827,27886.86089
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23398.78604,23845.17748,24904.78542,25859.21445,27143.87775,28124.61089,29379.60948,30848.23057,32211.8017,33860.99117,35654.68581,36458.34914,37333.18009,38796.35827,40949.89067,43353.11613,45497.54868,47152.61359,47598.8167,46294.03783,47643.75612,49070.8869,50678.72522,52229.63014,54121.61569,55645.0039,56863.84575,58922.10326,61761.99008,63781.39324,61947.28117
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3707.208188,4023.388125,4293.009119,4219.20517,4282.698955,4442.405308,4568.453458,4744.512995,4859.662419,5002.82266,5202.655655,5293.609719,5550.081024,5806.299471,6593.762643,6861.146128,7442.056203,7911.395036,8129.630069,8067.182886,8499.519641,8958.932312,9341.106683,9735.532647,10467.22804,10633.29442,10427.12176,10171.42149,10334.57205,10261.56652,9382.217537
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.7721254,761.2679525,768.4192076,763.0122869,767.0927029,775.1984944,763.1424283,760.9335887,816.7453112,797.6580481,777.079348,821.4110011,843.9431895,846.4717962,840.6569803,896.3526938,942.3198831,961.2464874,1016.561536,1005.374108,1062.689914,1068.244853,1158.66902,1127.348953,1142.516865,1145.511649,1148.475671,1163.687784,1229.807586,1276.294725,1262.604176
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059.1347,2082.693132,2173.30902,2125.639691,2079.134387,2069.02414,2141.348012,2187.135005,2213.016657,2202.409952,2306.114523,2434.246219,2780.792298,2964.362992,3241.724496,3467.105156,3690.840249,3934.842537,4170.732914,4420.974011,4703.204831,4922.702345,4982.945399,5225.172934,5507.169495,5426.332787,5234.679127,5190.356127,5278.848395,5352.679423,5186.723484
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.431127,1993.406997,2001.250596,1995.810551,2061.872061,2184.903885,2321.460418,2411.383015,2486.296193,2656.16639,2783.277729,2885.254228,2911.145854,2998.140204,3198.403297,3392.621682,3590.863851,3821.596403,3974.765819,3820.568366,3981.086721,4263.196678,4427.964779,4610.298981,4941.699702,5293.870462,5694.054287,6004.02858,5867.256956,5682.260221,5570.099875
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19128.77414,20098.98672,20750.2582,21359.63281,22326.70509,23389.32663,24455.25494,26007.97994,27707.84045,29268.5361,31884.68942,33194.52307,34447.20532,34114.41754,35780.10663,37625.56171,40958.91895,43885.83135,46420.20168,44589.71915,45078.31814,46599.02103,47272.10302,49241.51784,49233.2154,50288.59139,52288.41508,55088.6338,57901.09701,59469.08369,59228.83495
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18416.46117,19533.269,20573.4346,21531.58258,22971.94738,24301.75817,26759.73341,28598.68799,28185.25027,30555.04906,36952.55415,37780.64417,37980.35398,38553.93245,42514.68599,47797.52995,54088.03684,55862.65642,61716.59971,55404.97455,57963.87594,62076.74066,65354.77925,66961.2531,65892.68928,60368.92087,58939.91261,64050.75617,69710.48451,68345.06942,63197.98147
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.4868876,920.7834465,954.2395434,987.1431872,1062.490214,1094.55357,1146.652859,1198.489692,1222.91938,1270.408345,1354.495236,1426.454374,1428.549476,1491.059047,1581.559069,1666.248458,1752.499798,1838.687648,1967.699829,2055.85227,2169.515359,2288.249337,2505.39181,2702.224963,2947.316487,2996.220462,2989.675006,3565.197807,3864.322124,4119.922339,4008.74658
Nauru,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4388.568663,4551.921719,4984.523803,3940.877499,4893.419958,5343.815983,5968.352218,6662.389495,7511.78952,9913.080756,12677.72949,13163.75788,13645.41063,12975.39238,13963.76739,14099.48535,
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14859.2764,14564.5479,14916.92074,15960.88769,17093.6204,17908.77925,18463.78141,19136.91376,19340.89433,20579.36592,21514.47755,22496.75393,23306.27954,23961.41877,25080.03995,25677.41908,27744.73589,29355.66482,29827.14255,30700.55857,31239.19131,32701.3786,32988.60976,36242.62123,37293.35679,37479.68298,39955.80303,42285.3199,43930.88142,45073.20308,44251.79422
OECD members,OED,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16550.00928,17195.31911,17827.97391,18300.94845,19105.33451,19876.27062,20762.7465,21721.66151,22306.07737,23174.20551,24603.17277,25363.36307,26158.47982,26917.31831,28342.30126,29684.33514,31638.87921,33175.80536,34033.35546,33153.39104,34401.21686,35813.77249,36787.158,38085.40993,39225.20733,40353.83571,41710.15678,43303.09184,44995.29763,46268.74688,44650.4295
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23011.5038,24147.32691,25567.18642,26564.68946,27182.46333,28400.8539,29370.28802,31494.80121,32660.36094,33196.94246,35953.94289,37938.2454,37462.72737,36341.61672,36884.69005,37960.45952,40100.34673,41774.23992,44507.89047,45516.4197,44291.3129,43425.16851,44508.89817,42078.86089,38624.68268,31122.73866,28908.54054,29077.3636,29031.64433,28448.85878,
Other small states,OSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11165.79859,11748.36333,12325.83398,12910.19671,14259.95079,15206.05972,17089.42334,18953.34016,20510.50507,20815.47405,22445.74036,24207.94635,25312.75369,25604.34844,25426.27317,21723.45213,21206.0868,22692.10634,23269.35417,23749.29204,22321.27622
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923.528757,2030.18685,2174.961246,2204.181291,2271.821886,2367.412514,2456.694697,2452.982459,2472.43206,2529.009284,2625.261795,2709.027901,2753.54074,2898.032983,3127.690769,3357.363426,3579.962432,3766.855562,3818.071985,3868.743942,3890.290619,3993.559367,4018.732737,4103.629564,4238.633867,4373.014475,4410.006565,4571.205078,4853.266557,4888.845087,4876.630554
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5045.019962,5588.892609,6058.228353,6406.719982,6593.294403,6710.578775,6968.215574,7394.004777,7865.189329,8126.986083,8367.730371,8435.287138,8594.068882,8951.648058,9701.820755,10527.45351,11570.97169,13066.85817,14373.64737,14405.10814,15153.51098,16923.93466,18679.49806,20809.81224,22897.3731,25319.25705,27828.55792,30446.83723,31757.56114,32761.37539,26775.69445
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361.406815,3481.079164,3472.639099,3670.785369,4132.379056,4448.210546,4570.917041,4861.121908,4811.260418,4873.864445,5043.267181,5120.068806,5423.64423,5697.432126,6084.892535,6610.891706,7262.258084,8026.610325,8857.863861,8951.012535,9730.421104,10476.79633,10767.67733,11295.96326,11510.27888,11572.32079,12013.37739,12506.52938,13088.29584,13397.27392,11879.2359
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2665.119919,2671.985322,2676.088414,2731.357367,2844.302807,2969.972078,3128.628701,3272.929996,3218.35741,3292.517024,3439.538765,3545.734142,3657.970357,3835.916752,4115.768814,4370.373887,4657.708791,5008.201409,5239.726938,5268.494984,5626.281161,5865.343551,6296.827614,6614.683524,6960.900716,7186.76928,7703.762275,8120.868793,8720.607379,9291.726915,8390.353144
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9848.905608,10555.1109,10963.3683,10709.85602,11503.80931,12379.86784,12858.10081,13741.75848,13517.25598,13013.42771,13440.42276,14808.16587,15442.91981,15209.24781,16444.99417,17812.82074,17930.91822,17826.39361,18887.15211,18315.76772,
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.245418,1592.128627,1811.506142,2141.99731,2264.380801,2182.966875,2337.532901,2229.46625,2117.057086,2136.041469,2081.453938,2079.355803,2066.013057,2106.823419,2176.645563,2335.162197,2477.994746,2678.302773,2656.864832,2791.715394,3039.784157,3069.759742,3206.195825,3318.800937,3761.523432,3966.77071,4144.603632,4285.628756,4290.698282,4533.761161,4326.437608
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6170.249054,5910.397797,6178.156953,6544.288668,7022.968936,7666.666497,8257.723619,8933.514082,9487.370197,10040.89838,10676.76299,11124.52793,11804.26626,12275.79567,13342.61456,13896.79338,15132.07225,16782.43901,18303.35292,19254.09228,21088.61633,22827.69814,23745.6978,24567.50617,25475.50469,26862.05252,28322.10698,30064.50348,31978.53115,34151.79281,34264.75976
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.409236,1431.153464,1471.467119,1476.318286,1469.292417,1504.271037,1578.782289,1663.653034,1779.881861,1853.380442,1961.509681,2036.824879,2100.299525,2016.416439,2288.608258,2429.795974,2589.671151,2748.077218,2908.086147,2995.536668,3132.211116,3255.368223,3346.13617,3480.147519,3573.068921,3414.495714,3399.183368,3512.925116,3586.869781,3665.759515,3536.035082
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13423.48565,14097.14656,14979.47349,15912.01549,16775.5406,17741.76518,18278.41787,19320.60801,20500.48839,21807.87374,22961.29087,24893.0168,25485.62659,25956.53488,28981.39847,29332.65213,29920.8258,30545.67417,30745.41586,30541.06419,30925.40083,31824.15484,32582.62241,33172.67126,33682.85003,34016.02235,34346.86733,34363.74599,35122.87966,36276.83324,35279.34703
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751.48677,12708.84366,13150.30065,13170.69401,13545.22779,14371.67689,14884.97044,15783.2073,16686.38374,17718.15157,18884.88624,19533.35731,20356.6473,20829.59956,21460.02078,22725.27749,24649.71938,25701.89458,26665.8373,26478.36897,27282.75084,26769.51189,26438.0163,27936.03966,28742.44038,29660.89607,31607.75424,33044.71674,34931.7846,36871.8396,34495.92247
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5391.761269,5621.187056,5701.248571,5975.874579,6275.726936,6685.801185,6758.599551,7008.436426,6939.762378,6799.348691,6654.172815,6612.677348,6590.167278,6876.99709,7223.55654,7485.299217,7960.725393,8495.336999,9097.520489,9020.308022,10001.53043,10503.59585,10018.72363,11062.55873,11454.42888,11486.52319,12041.72354,12590.54844,13135.69887,13149.03857,13012.8757
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203.302669,2304.113134,2270.817796,2532.79208,2854.559404,3056.449252,2785.325164,2516.273354,2180.408166,2468.295069,3012.525835,3369.874315,3350.536545,3480.789647,3708.664442,3951.234993,4119.819466,4494.731323,5255.825609,5371.6871,5510.13293,5954.400784,6305.391803,6401.740891,6469.909098,6509.568335,5690.287517
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2862.083961,2893.197743,3071.226853,3174.507831,3338.957334,3489.606385,3629.121647,3590.659399,3642.447882,3865.353134,3850.251654,3946.586672,4061.020197,4166.554705,4416.572279,4582.433813,4764.73455,4856.943623,4960.04727,4874.225445,5015.382779,5239.595394,5442.436793,5718.634115,6402.867845,6808.227228,6955.858447,7290.787253,7588.078269,7635.213223,6375.989454
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17919.56444,18621.01208,19254.94415,19753.48964,20614.17608,21484.73708,22403.2503,23411.20784,24218.06452,25273.42148,26870.94817,27830.90838,28797.40197,29724.15037,31332.0555,32866.88907,34974.32925,36697.51152,37620.07275,36616.31187,37924.7882,39339.00221,40394.23898,41865.30123,43026.6087,44151.77017,45640.88954,47464.36234,49493.39309,51038.18529,49162.01361
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96823.11328,99035.25783,103476.3383,102757.7786,113857.654,109856.9529,120838.1739,122882.8385,125010.6974,122424.6119,132047.9866,139358.9653,141634.7038,138229.769,129068.5789,92968.2321,83102.35049,91738.75279,93154.23488,93851.74568,89948.61058
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267.594094,4783.615216,4504.191855,4687.778102,4983.376137,5415.968478,5731.379494,5562.137041,5544.09454,5596.470889,5850.624221,6521.472893,7162.309673,7552.198645,8982.845042,9602.149434,11541.24506,13683.43762,16782.09886,16644.03893,16989.30704,17896.27586,18869.61921,19781.97957,20657.70707,21605.83668,24271.3661,27141.91933,29248.80932,32299.96977,31945.74966
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8027.845591,7857.906215,6862.462729,6419.51646,5734.413877,5613.280647,5517.85889,5699.947617,5465.056362,5914.326062,6825.391511,7361.363679,8037.474535,9254.537201,10226.76615,11822.34693,14912.23393,16648.24164,20163.60942,19389.94118,20490.12672,22798.67443,24303.47341,26073.87453,25761.64802,24085.32418,24128.08641,25926.44385,28681.78446,29188.85416,28213.44784
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.5717035,576.1179698,659.3800845,663.6893518,355.855416,499.689852,556.8434217,604.0340875,613.0973608,602.4295395,631.0713387,674.3478268,757.35605,776.423763,844.534664,935.3004227,1028.876541,1108.90773,1223.566162,1275.349963,1349.452094,1450.579478,1488.669707,1543.2734,1706.672987,1804.549952,1882.37238,1975.248661,2138.899699,2321.71859,2213.96119
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.766744,1283.623151,1358.745948,1420.376938,1505.972547,1610.268839,1716.624234,1775.611404,1858.491899,1992.243503,2080.161769,2180.625075,2253.966178,2420.98036,2629.039838,2868.29114,3130.286096,3394.242858,3516.991901,3737.928198,4009.714602,4242.34782,4572.168679,4757.745314,4934.334508,5142.938437,5458.397222,5773.980787,6218.554193,6507.108749,6099.244775
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32087.70474,36925.56267,38114.13967,37443.80922,37504.45719,37498.52765,38378.79484,38712.2864,39514.79079,37791.22655,39882.62897,39240.76069,37667.02377,41441.86116,44601.7787,47161.12884,48552.52741,49394.01919,52047.06692,49933.19365,51529.82789,56133.14419,57364.98511,55908.24993,55726.10231,48611.13147,45484.43843,47306.22232,48735.4605,48948.174,46762.46927
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.580248,1224.536809,1300.713368,1356.600437,1363.291379,1436.815862,1508.848255,1651.839084,1695.54386,1725.32547,1824.609584,1931.347397,2030.524127,2166.787363,2247.833198,2422.966974,2672.271659,2976.974558,3183.836951,3225.055946,3289.437945,3673.487495,3751.1221,3716.654935,4500.779225,4379.624138,4503.773122,4327.782553,4448.841229,4362.609427,4243.781936
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553.690572,1600.226423,1609.614962,1622.118543,1610.109925,1688.062294,1709.872331,1749.538341,1830.113647,1927.628243,1999.471339,2080.789151,2064.229522,2165.88942,2269.641265,2379.570339,2444.330335,2513.639543,2587.117481,2606.838234,2652.860792,2669.517086,2739.419,2742.420736,2830.697309,2971.346817,3075.937351,3203.906368,3388.946311,3503.617548,3481.309922
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23835.36946,25552.04336,27044.76875,30088.18296,33086.81823,35129.55709,36914.29067,39332.06576,37602.17795,40007.50679,43833.22096,43136.43028,45120.4077,48756.56255,54301.69775,58717.21715,63910.0847,68628.38259,67576.86283,66149.00465,75294.35655,80052.3915,82064.96119,83001.7878,84423.19134,86974.74762,89417.34902,95350.43567,100581.158,102573.4018,98525.95435
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.259108,1459.876229,1635.808404,1692.81876,1816.760479,1985.203744,1997.13374,1957.421713,1950.225026,1915.374606,1633.614421,1495.606012,1437.824638,1519.684905,1622.549879,1723.0674,1818.327558,1906.544752,2010.606028,2030.075395,2177.114708,2324.073672,2349.608792,2451.023329,2454.930547,2446.499194,2548.629965,2663.939508,2762.416412,2773.512363,2619.219007
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.4067867,816.0815504,676.1280087,704.7023268,708.8756617,666.7436717,689.4647549,656.6880559,668.8075289,652.9798875,693.0119886,639.6253813,786.3699019,835.9571771,875.8791137,908.4690577,944.7689676,1020.250199,1070.513474,1088.374292,1134.088203,1203.210638,1405.573377,1746.555737,1787.646837,1586.689754,1596.618799,1642.60747,1703.228843,1792.519546,1738.556327
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2915.884065,3018.237725,3258.449536,3482.089956,3675.413664,3883.595983,3944.059968,4097.27349,4215.598014,4333.6731,4447.647729,4554.854485,4672.346599,4807.712568,4956.54515,5224.749709,5591.438223,5823.165919,6063.274613,5956.874539,6127.076761,6465.811677,6541.216164,6877.149503,7233.19202,7597.689174,8038.629794,8454.055551,8820.838904,9168.046983,8498.96872
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43193.74323,46437.39119,50821.92125,52473.64944,55887.37316,56226.24965,58684.50617,62176.32792,64812.4483,68467.40041,74368.272,74527.86293,66491.15451,62777.53266,57954.42968,54450.48403,53465.09402,55432.06994,55614.62217,57455.56337,58867.01336,61006.8482,63420.32714,
Somalia,SOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.1039914,734.8168053,822.3275461,862.1464344,867.4542909,887.5761733,903.4176133,875.1695992
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4827.615249,5229.139704,5718.678087,5998.955959,5532.043774,6021.719015,6484.765829,7224.586113,7637.925028,8480.525197,9181.713059,10195.53284,11222.61892,12632.0424,12543.17349,12808.05719,13746.89681,13933.92046,14629.03182,14659.60642,14928.40853,15858.03564,16611.01686,17736.0068,18929.8776,19230.63006
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696.761245,1714.78952,1704.137951,1686.375027,1694.371709,1742.590028,1817.628387,1866.394951,1885.098717,1906.206475,1964.213336,2042.847124,2150.309922,2227.453133,2374.997592,2533.687253,2700.77579,2876.865209,3012.580204,3057.152114,3184.218581,3313.027824,3331.371499,3497.862977,3658.156903,3671.412893,3693.184944,3766.548739,3869.376276,3943.441629,3819.352355
South Sudan,SSD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910.542543,2944.009609,3020.948005,2844.516996,1519.142314,2099.236859,1495.509754,1234.725576,,,,,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.753127,1715.823566,1705.26406,1687.584405,1695.560271,1743.754434,1818.842041,1867.76531,1886.578252,1907.696377,1965.718905,2044.301091,2151.751874,2228.781505,2376.270566,2535.094475,2702.331021,2878.600482,3014.24145,3058.756059,3185.89187,3314.849454,3333.125197,3499.66209,3660.063525,3673.326003,3695.220281,3768.690928,3871.540978,3945.623009,3821.247333
Small states,SST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10311.80286,10816.26059,11344.20656,11946.94162,13092.60847,13949.62934,15597.79305,17138.27877,18390.75035,18533.5844,19828.93887,21250.196,22104.19353,22413.24803,22369.05619,19585.91305,19210.53302,20480.9154,21062.64528,21502.99873,20181.40408
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.814954,1880.47438,2001.199313,2087.597207,2250.633436,2464.320944,2540.247601,2722.656614,2734.005392,2876.875235,2997.201274,2954.735997,3319.07533,3817.190316,3837.492528,3889.527518,3952.945394,4089.156666,4174.727272,4274.099012
Suriname,SUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.743685,6891.842573,6948.411151,6522.195044,6776.019035,6812.384052,6907.13345,7329.306768,7488.728969,7401.294654,7634.375101,8033.468455,8290.674769,8871.605225,9769.865049,10405.67872,11210.79569,11960.9798,12552.97651,12880.64129,13548.53322,14475.07261,15785.12357,16815.11043,17261.07558,17210.27034,15062.44129,18283.68839,19461.97652,19841.80781,17015.96028
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7158.798341,7452.928727,8052.667148,8676.50836,9384.344175,10082.6203,10622.59672,10714.17713,11381.51446,12391.34544,13312.20331,14166.49593,15213.72519,16639.39412,18888.75649,21196.61958,23725.85776,23097.56599,25209.34706,26082.75847,26967.12536,28002.49741,28996.86679,29919.65967,29659.37178,30077.84553,31505.06263,32557.19078,31832.39461
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13594.71372,14273.13744,15277.48283,16055.4185,17083.25172,18009.061,18956.3919,20241.52568,21090.62162,22742.08967,23852.64304,25686.02923,27536.68347,29604.29147,27557.99551,27848.13279,28931.38332,29042.82027,29973.69935,30870.02367,31628.24718,33936.04406,36505.67722,38915.64196,41193.84204,39593.30744
Sweden,SWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20375.73454,20681.93524,20785.90372,20718.16223,21836.43369,23050.3653,23875.2585,24797.18123,25886.79123,27471.55827,29631.16089,29940.54433,30926.5056,31782.07625,33830.55489,34244.46502,37679.69511,40855.49992,42158.2957,40309.11254,42256.16212,44608.58026,45432.43197,46312.39238,47184.66913,49103.13343,50430.25282,51947.95425,53553.31245,55068.76974,54563.12141
Eswatini,SWZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518.517408,3601.501874,3707.123202,3821.541029,3909.144811,4096.978762,4246.740523,4371.210709,4459.121609,4590.543781,4721.969144,4837.105625,5101.429078,5378.041522,5703.50526,6208.025999,6743.028948,7185.809295,7334.444262,7452.685637,7771.330751,8057.563088,8266.704494,8708.76394,8796.974406,8811.740415,8705.835043,8408.043122,8725.1702,8986.419627,8853.604243
